https://heasarc.gsfc.nasa.gov/W3Browse/planck/planckgcc.html
Results from heasarc_planckgcc: Planck Catalog of Galactic Cold Clumps (PGCC)
Coordinate system: Equatorial
|name              |ra         |dec        |temperature|temperature_error|mass        |mass_error  |size      |size_error|
|PGCC G287.84-4.44 |10 31 12.84|-63 07 46.7|  16.740999|         3.910000|            |            |          |          |
|PGCC G298.39-0.58 |12 11 07.13|-63 05 37.5|           |                 |            |            |          |          |
|PGCC G319.27-5.17 |15 24 25.06|-63 05 01.4|  17.799000|         3.905000|            |            |          |          |
|PGCC G305.70-0.31 |13 15 51.89|-63 03 16.3|           |                 |            |            |          |          |
|PGCC G299.16-0.37 |12 18 05.63|-63 00 00.6|           |                 |            |            |          |          |
|PGCC G300.27-0.25 |12 27 55.56|-62 59 57.2|           |                 |            |            |          |          |
|PGCC G298.44-0.47 |12 11 41.33|-62 59 52.4|           |                 |            |            |          |          |
|PGCC G315.69-3.03 |14 47 38.12|-62 59 27.9|           |                 |            |            |          |          |
|PGCC G318.86-4.76 |15 19 21.70|-62 57 37.3|           |                 |            |            |          |          |
|PGCC G277.67-13.86|08 28 39.49|-62 57 25.8|           |                 |            |            |          |          |
|PGCC G306.44-0.28 |13 22 20.78|-62 56 16.3|           |                 |            |            |          |          |
|PGCC G306.22-0.25 |13 20 24.94|-62 56 12.2|           |                 |            |            |          |          |
|PGCC G272.35-27.83|06 16 55.35|-62 55 48.8|           |                 |            |            |          |          |
|PGCC G290.63-2.42 |11 01 07.41|-62 37 31.9|  15.740000|         3.398000|            |            |          |          |
|PGCC G316.84-3.53 |14 58 36.96|-62 55 01.6|           |                 |2.463630e+01|3.334040e+01|  0.928194|  0.784082|
|PGCC G306.28-0.19 |13 20 50.46|-62 52 01.7|           |                 |            |            |          |          |
|PGCC G306.00-0.15 |13 18 21.20|-62 51 29.4|           |                 |4.636170e+03|4.346180e+03| 13.388100|  1.984220|
|PGCC G318.31-4.28 |15 13 02.08|-62 50 33.9|           |                 |            |            |          |          |
|PGCC G309.35-0.67 |13 48 08.90|-62 50 02.6|           |                 |            |            |          |          |
|PGCC G279.32-11.40|08 54 28.13|-62 48 57.5|  18.691000|         2.379000|            |            |          |          |
|PGCC G317.92-3.97 |15 08 41.76|-62 46 24.2|           |                 |            |            |          |          |
|PGCC G292.02-1.95 |11 13 50.17|-62 44 20.2|  13.573000|         1.745000|1.937080e+03|1.721650e+03|  6.156840|  2.604760|
|PGCC G308.14-0.31 |13 37 06.58|-62 43 09.6|           |                 |1.096520e+03|1.301730e+03|  5.469320|  1.907340|
|PGCC G291.20-2.24 |11 06 19.57|-62 41 32.2|           |                 |            |            |          |          |
|PGCC G318.82-4.39 |15 17 21.94|-62 39 59.7|           |                 |            |            |          |          |
|PGCC G306.93-0.05 |13 26 19.84|-62 39 09.2|           |                 |2.474200e+03|2.169960e+03|  5.390620|  1.353040|
|PGCC G296.58-0.46 |11 55 45.83|-62 38 27.3|  15.217000|         3.538000|            |            |          |          |
|PGCC G301.66+0.23 |12 40 22.00|-62 36 37.0|           |                 |7.794490e+02|8.462170e+02|  5.619860|  1.387660|
|PGCC G278.90-11.52|08 51 24.15|-62 34 10.4|  19.708000|         3.045000|            |            |          |          |
|PGCC G318.82-4.26 |15 16 45.62|-62 33 52.3|  15.415000|         2.975000|2.755590e+01|3.750330e+01|  1.023600|  0.838344|
|PGCC G318.52-4.07 |15 13 40.92|-62 33 32.6|           |                 |            |            |          |          |
|PGCC G299.55+0.13 |12 22 02.08|-62 32 37.2|           |                 |            |            |          |          |
|PGCC G312.61-1.23 |14 16 44.65|-62 29 23.3|           |                 |            |            |          |          |
|PGCC G309.06-0.25 |13 44 51.09|-62 29 22.7|           |                 |3.434490e+03|4.059360e+03|  5.866680|  1.636120|
|PGCC G318.56-4.02 |15 13 44.97|-62 29 14.2|           |                 |5.683760e+01|6.972260e+01|  1.126930|  0.731301|
|PGCC G304.10+0.39 |13 01 32.20|-62 27 35.3|           |                 |4.035360e+03|3.684460e+03|  8.150340|  1.766710|
|PGCC G310.62-0.58 |13 58 40.50|-62 26 45.7|           |                 |            |            |          |          |
|PGCC G312.02-0.99 |14 11 18.51|-62 26 36.6|  14.328000|         5.093000|            |            |          |          |
|PGCC G291.38-0.22 |11 14 10.95|-60 53 42.7|           |                 |            |            |          |          |
|PGCC G319.89-4.80 |15 27 03.20|-62 25 54.0|  16.424000|         2.013000|            |            |          |          |
|PGCC G318.52-3.86 |15 12 43.69|-62 22 50.2|           |                 |            |            |          |          |
|PGCC G306.58+0.32 |13 22 54.37|-62 19 26.4|           |                 |4.860940e+03|4.504640e+03|  9.989470|  2.175630|
|PGCC G293.84-0.86 |11 31 54.35|-62 19 03.0|           |                 |            |            |          |          |
|PGCC G297.50+0.07 |12 04 25.03|-62 18 25.1|           |                 |1.072420e+04|1.187090e+04| 19.576599|  2.601610|
|PGCC G312.33-0.94 |14 13 41.60|-62 17 52.1|           |                 |            |            |          |          |
|PGCC G322.76-6.80 |15 57 07.44|-62 17 33.8|  18.975000|         2.099000|            |            |          |          |
|PGCC G293.93-0.75 |11 32 55.02|-62 14 14.1|           |                 |            |            |          |          |
|PGCC G305.61+0.53 |13 14 28.66|-62 13 14.5|           |                 |            |            |          |          |
|PGCC G319.64-4.38 |15 23 16.63|-62 12 52.2|  14.792000|         2.685000|            |            |          |          |
|PGCC G302.10+0.68 |12 44 17.40|-62 10 48.4|           |                 |            |            |          |          |
|PGCC G297.71+0.25 |12 06 28.34|-62 10 07.7|  15.060000|         3.517000|1.407920e+03|1.359240e+03|  6.363490|  2.540430|
|PGCC G293.36-0.86 |11 27 58.55|-62 09 58.5|           |                 |3.058190e+03|3.284590e+03|  6.352980|  1.597610|
|PGCC G288.40-2.98 |10 41 47.16|-62 07 58.2|           |                 |            |            |          |          |
|PGCC G300.47+0.64 |12 30 22.05|-62 07 45.7|           |                 |            |            |          |          |
|PGCC G297.64+0.28 |12 05 56.95|-62 07 25.9|           |                 |            |            |          |          |
|PGCC G310.64-0.23 |13 58 04.73|-62 05 55.0|  18.438999|         7.530000|            |            |          |          |
|PGCC G281.78-7.60 |09 32 48.55|-62 00 41.9|  19.273001|         3.338000|            |            |          |          |
|PGCC G286.88-3.71 |10 27 23.99|-62 00 26.4|  17.903000|         2.070000|            |            |          |          |
|PGCC G305.52+0.75 |13 13 30.61|-62 00 24.3|           |                 |2.381090e+03|2.087190e+03|  6.004500|  1.749010|
|PGCC G317.11-2.60 |14 56 56.45|-61 58 13.5|           |                 |            |            |          |          |
|PGCC G297.40+0.41 |12 04 07.05|-61 57 07.6|           |                 |            |            |          |          |
|PGCC G300.89+0.86 |12 34 02.74|-61 56 29.3|           |                 |4.920370e+02|5.607290e+02|  5.575910|  1.602390|
|PGCC G299.17+0.70 |12 19 22.18|-61 56 23.4|           |                 |            |            |          |          |
|PGCC G294.39-0.28 |11 37 50.96|-61 55 29.8|           |                 |            |            |          |          |
|PGCC G312.84-0.71 |14 17 13.74|-61 55 06.0|  14.328000|         2.444000|            |            |          |          |
|PGCC G257.63-1.94 |08 20 22.34|-39 52 14.9|           |                 |            |            |          |          |
|PGCC G310.65-0.01 |13 57 40.41|-61 53 25.0|           |                 |8.162990e+03|7.787270e+03|  8.546730|  2.147340|
|PGCC G297.26+0.45 |12 02 59.45|-61 53 19.4|           |                 |3.601110e+03|4.219050e+03| 12.338500|  3.643930|
|PGCC G294.41-0.16 |11 38 17.17|-61 49 11.6|  14.028000|         3.820000|            |            |          |          |
|PGCC G298.50+0.75 |12 13 47.07|-61 48 04.2|           |                 |            |            |          |          |
|PGCC G303.89+1.07 |12 59 31.14|-61 47 16.6|           |                 |            |            |          |          |
|PGCC G326.12-9.34 |16 32 35.99|-61 47 16.5|           |                 |            |            |          |          |
|PGCC G287.23-3.20 |10 32 11.36|-61 45 21.8|  20.398001|         5.127000|            |            |          |          |
|PGCC G320.85-4.63 |15 32 57.10|-61 44 52.7|  16.226000|         4.404000|            |            |          |          |
|PGCC G296.76+0.49 |11 58 57.25|-61 44 50.7|  12.680000|         2.279000|            |            |          |          |
|PGCC G295.80+0.35 |11 50 43.88|-61 40 24.3|           |                 |            |            |          |          |
|PGCC G320.66-4.39 |15 30 31.29|-61 39 38.0|  13.774000|         2.928000|            |            |          |          |
|PGCC G300.84+1.16 |12 33 46.70|-61 38 24.7|           |                 |1.999820e+03|2.258490e+03|  8.179370|  1.284550|
|PGCC G340.14+8.93 |16 12 23.99|-39 00 35.7|           |                 |            |            |          |          |
|PGCC G300.11+1.10 |12 27 37.91|-61 38 12.1|  15.286000|         2.577000|6.237050e+03|3.258320e+03| 20.728800|  2.249010|
|PGCC G303.29+1.23 |12 54 28.14|-61 38 06.3|           |                 |            |            |          |          |
|PGCC G319.37-3.50 |15 17 18.29|-61 37 07.3|  15.614000|         3.481000|            |            |          |          |
|PGCC G309.64+0.53 |13 48 19.61|-61 36 12.0|           |                 |            |            |          |          |
|PGCC G325.42-8.32 |16 22 16.89|-61 35 59.1|           |                 |            |            |          |          |
|PGCC G290.13-1.50 |11 00 29.81|-61 34 58.5|           |                 |            |            |          |          |
|PGCC G316.93-2.07 |14 53 33.03|-61 34 51.2|           |                 |            |            |          |          |
|PGCC G287.11-3.07 |10 31 53.48|-61 34 42.9|           |                 |2.010100e+02|2.618750e+02|  4.779490|  3.080830|
|PGCC G299.54+1.11 |12 22 50.99|-61 34 28.1|           |                 |            |            |          |          |
|PGCC G305.11+1.22 |13 09 47.06|-61 34 22.7|           |                 |            |            |          |          |
|PGCC G304.34+1.31 |13 03 16.84|-61 32 01.0|           |                 |            |            |          |          |
|PGCC G304.15+1.32 |13 01 41.53|-61 31 46.2|  14.299000|         2.455000|            |            |          |          |
|PGCC G302.98+1.34 |12 51 50.97|-61 31 43.4|           |                 |            |            |          |          |
|PGCC G252.25-7.50 |07 41 29.67|-38 12 41.7|           |                 |            |            |          |          |
|PGCC G313.51-0.52 |14 21 59.10|-61 31 12.7|           |                 |1.712890e+03|1.124480e+03|  5.952490|  0.963550|
|PGCC G313.37-0.47 |14 20 46.18|-61 30 49.0|           |                 |            |            |          |          |
|PGCC G295.41+0.43 |11 47 44.31|-61 30 31.4|           |                 |            |            |          |          |
|PGCC G304.72+1.31 |13 06 27.61|-61 30 24.7|  13.122000|         2.489000|2.037820e+03|1.978800e+03|  4.462920|  1.911010|
|PGCC G305.76+1.24 |13 15 12.27|-61 29 50.7|           |                 |            |            |          |          |
|PGCC G321.46-4.75 |15 37 42.08|-61 29 33.8|           |                 |            |            |          |          |
|PGCC G285.18-4.20 |10 13 09.59|-61 29 15.1|  16.226999|         3.136000|            |            |          |          |
|PGCC G300.63+1.32 |12 32 07.97|-61 27 57.4|           |                 |1.112870e+03|1.113930e+03|  7.430080|  1.292620|
|PGCC G301.35+1.39 |12 38 13.94|-61 26 38.4|           |                 |            |            |          |          |
|PGCC G306.80+1.19 |13 23 54.30|-61 26 01.2|           |                 |            |            |          |          |
|PGCC G305.79+1.31 |13 15 23.88|-61 25 58.4|           |                 |            |            |          |          |
|PGCC G302.36+1.44 |12 46 40.84|-61 25 49.1|           |                 |            |            |          |          |
|PGCC G304.85+1.44 |13 07 26.99|-61 22 33.1|           |                 |            |            |          |          |
|PGCC G312.12+0.11 |14 09 18.03|-61 21 46.0|           |                 |            |            |          |          |
|PGCC G355.14+1.34 |17 28 13.31|-32 18 34.7|           |                 |            |            |          |          |
|PGCC G306.45+1.31 |13 20 51.97|-61 21 24.9|           |                 |            |            |          |          |
|PGCC G296.30+0.81 |11 55 42.08|-61 20 37.9|  13.396000|         2.169000|1.018170e+04|5.416560e+03| 19.528999|  1.971540|
|PGCC G302.50+1.53 |12 47 49.21|-61 20 20.9|           |                 |            |            |          |          |
|PGCC G293.68+0.14 |11 33 08.95|-61 19 20.2|           |                 |            |            |          |          |
|PGCC G287.06-2.78 |10 32 44.67|-61 17 59.1|           |                 |            |            |          |          |
|PGCC G302.84+1.58 |12 50 39.37|-61 17 34.1|           |                 |            |            |          |          |
|PGCC G295.06+0.56 |11 45 08.70|-61 17 25.1|           |                 |3.319540e+03|3.133260e+03| 16.018200|  1.780380|
|PGCC G303.27+1.59 |12 54 13.59|-61 17 03.8|           |                 |            |            |          |          |
|PGCC G321.74-4.69 |15 39 16.57|-61 16 24.3|           |                 |            |            |          |          |
|PGCC G313.73-0.31 |14 23 08.16|-61 14 33.9|           |                 |3.236160e+03|2.633920e+03|  4.423170|  1.344890|
|PGCC G307.74+1.25 |13 31 32.17|-61 14 32.5|           |                 |2.826330e+02|2.646360e+02|  4.516700|  1.748100|
|PGCC G296.09+0.87 |11 54 07.74|-61 14 06.2|  15.258000|         3.227000|            |            |          |          |
|PGCC G327.21-9.67 |16 40 37.90|-61 12 29.5|           |                 |            |            |          |          |
|PGCC G293.31+0.14 |11 30 13.74|-61 12 06.5|  15.702000|         3.958000|            |            |          |          |
|PGCC G316.56-1.47 |14 48 32.00|-61 11 57.4|           |                 |            |            |          |          |
|PGCC G300.81+1.61 |12 33 50.64|-61 11 21.7|           |                 |            |            |          |          |
|PGCC G315.51-0.95 |14 38 50.69|-61 10 11.5|           |                 |            |            |          |          |
|PGCC G300.20+1.59 |12 28 48.14|-61 09 51.4|  15.176000|         2.547000|            |            |          |          |
|PGCC G307.61+1.36 |13 30 22.10|-61 09 25.6|  13.416000|         2.509000|            |            |          |          |
|PGCC G306.40+1.52 |13 20 13.84|-61 09 13.4|           |                 |4.776320e+03|3.816870e+03|  9.604660|  2.983780|
|PGCC G304.27+1.69 |13 02 31.79|-61 09 10.8|           |                 |            |            |          |          |
|PGCC G306.60+1.54 |13 21 52.43|-61 07 09.3|           |                 |1.137040e+03|1.099710e+03|  6.480240|  1.937030|
|PGCC G303.64+1.76 |12 57 16.81|-61 06 07.5|           |                 |2.133270e+03|2.250670e+03|  8.792530|  1.215660|
|PGCC G321.89-4.58 |15 39 40.89|-61 05 55.7|  15.058000|         3.648000|            |            |          |          |
|PGCC G296.98+1.21 |12 01 55.73|-61 05 10.0|           |                 |            |            |          |          |
|PGCC G303.38+1.79 |12 55 06.56|-61 04 40.1|           |                 |            |            |          |          |
|PGCC G273.81-16.58|07 52 44.70|-61 04 39.8|  18.077000|         3.186000|            |            |          |          |
|PGCC G296.69+1.17 |11 59 27.70|-61 04 07.5|  15.045000|         4.566000|            |            |          |          |
|PGCC G320.67-3.67 |15 27 09.22|-61 03 29.5|  13.672000|         0.922000|            |            |          |          |
|PGCC G297.59+1.36 |12 07 04.31|-61 02 53.2|           |                 |            |            |          |          |
|PGCC G297.52+1.36 |12 06 31.48|-61 02 37.5|           |                 |            |            |          |          |
|PGCC G320.96-3.81 |15 29 44.07|-61 00 34.4|           |                 |            |            |          |          |
|PGCC G282.17-5.85 |09 45 03.38|-60 58 00.4|           |                 |            |            |          |          |
|PGCC G312.70+0.35 |14 13 14.82|-60 57 44.9|           |                 |            |            |          |          |
|PGCC G303.35+1.92 |12 54 51.33|-60 57 06.3|           |                 |9.030610e+02|8.048790e+02|  4.994460|  2.043460|
|PGCC G282.38-5.62 |09 47 33.04|-60 55 51.9|  17.721001|         2.570000|            |            |          |          |
|PGCC G324.59-6.59 |16 07 24.19|-60 55 33.8|  17.962999|         2.401000|            |            |          |          |
|PGCC G314.71-0.33 |14 30 45.92|-60 54 30.1|  15.572000|         4.346000|            |            |          |          |
|PGCC G298.71+1.68 |12 16 36.80|-60 54 15.4|  14.639000|         2.195000|            |            |          |          |
|PGCC G282.14-5.75 |09 45 25.28|-60 52 18.9|  17.598000|         4.037000|            |            |          |          |
|PGCC G305.68+1.88 |13 14 03.92|-60 52 00.1|           |                 |            |            |          |          |
|PGCC G303.24+2.01 |12 54 00.47|-60 51 19.7|           |                 |            |            |          |          |
|PGCC G322.16-4.48 |15 40 58.25|-60 51 13.3|  12.711000|         1.745000|            |            |          |          |
|PGCC G311.00+0.98 |13 58 21.30|-60 50 19.6|           |                 |            |            |          |          |
|PGCC G322.37-4.60 |15 42 58.05|-60 49 40.3|  13.422000|         2.940000|            |            |          |          |
|PGCC G308.35+1.58 |13 36 05.06|-60 49 24.5|           |                 |            |            |          |          |
|PGCC G308.35+1.64 |13 36 00.60|-60 45 56.5|           |                 |            |            |          |          |
|PGCC G335.74-25.85|19 11 39.51|-60 41 37.7|           |                 |            |            |          |          |
|PGCC G315.71-0.52 |14 38 53.64|-60 41 37.0|           |                 |2.353570e+03|2.240570e+03| 10.551600|  1.363140|
|PGCC G314.65-0.03 |14 29 20.61|-60 39 17.2|           |                 |            |            |          |          |
|PGCC G308.12+1.79 |13 33 58.13|-60 39 05.7|           |                 |            |            |          |          |
|PGCC G313.29+0.48 |14 17 32.74|-60 38 54.0|           |                 |            |            |          |          |
|PGCC G280.12-6.94 |09 26 44.40|-60 23 42.2|  17.985001|         1.387000|            |            |          |          |
|PGCC G281.41-6.06 |09 39 16.50|-60 37 35.7|  15.389000|         2.081000|7.253410e+00|6.084400e+00|  1.928550|  0.755958|
|PGCC G292.45+0.47 |11 24 24.34|-60 37 06.8|           |                 |            |            |          |          |
|PGCC G304.74+2.20 |13 06 12.40|-60 36 53.2|  14.438000|         2.853000|            |            |          |          |
|PGCC G282.30-5.28 |09 48 50.27|-60 36 50.8|  18.434999|         2.338000|5.308190e+00|4.763650e+00|  2.041900|  0.903559|
|PGCC G320.81-3.23 |15 26 04.37|-60 36 44.9|  15.899000|         3.134000|            |            |          |          |
|PGCC G322.67-4.54 |15 44 34.83|-60 35 43.7|  14.177000|         4.179000|            |            |          |          |
|PGCC G314.37+0.15 |14 26 44.35|-60 35 15.3|           |                 |            |            |          |          |
|PGCC G294.98+1.31 |11 46 04.96|-60 32 51.8|  17.232000|         2.133000|            |            |          |          |
|PGCC G316.42-0.67 |14 44 40.14|-60 32 13.4|           |                 |2.599100e+03|1.613030e+03|  5.811980|  0.937076|
|PGCC G283.14-4.41 |09 58 37.80|-60 27 27.9|  14.806000|         4.695000|            |            |          |          |
|PGCC G311.35+1.32 |14 00 26.22|-60 24 51.7|           |                 |            |            |          |          |
|PGCC G314.68+0.24 |14 28 47.95|-60 23 45.0|           |                 |2.560810e+03|2.608420e+03|  8.485040|  2.045630|
|PGCC G330.49-12.58|17 15 34.39|-60 23 03.3|  15.661000|         2.632000|            |            |          |          |
|PGCC G299.20+2.27 |12 21 11.83|-60 23 00.1|  15.189000|         1.590000|3.218800e+02|1.214970e+02|  5.681260|  0.608708|
|PGCC G297.52+2.03 |12 07 29.26|-60 22 44.3|  15.684000|         2.729000|            |            |          |          |
|PGCC G289.26-0.57 |10 57 13.07|-60 22 15.1|           |                 |2.353410e+04|2.700940e+04| 20.981001|  3.608040|
|PGCC G279.92-7.09 |09 24 43.16|-60 21 52.2|  16.913000|         3.025000|            |            |          |          |
|PGCC G284.69-3.15 |10 14 43.02|-60 20 44.6|           |                 |            |            |          |          |
|PGCC G321.93-3.68 |15 35 34.97|-60 20 43.6|  14.778000|         2.347000|2.585710e+01|3.470570e+01|  2.075580|  1.695340|
|PGCC G299.69+2.36 |12 25 13.48|-60 20 38.6|  15.296000|         1.111000|3.748690e+02|1.323940e+02|  4.574620|  0.655149|
|PGCC G299.55+2.35 |12 24 05.89|-60 20 29.7|           |                 |            |            |          |          |
|PGCC G301.73+2.52 |12 41 43.93|-60 19 56.2|           |                 |            |            |          |          |
|PGCC G290.29-0.03 |11 06 33.45|-60 18 06.7|           |                 |4.997570e+03|5.162530e+03| 12.040700|  3.247710|
|PGCC G342.51+7.73 |16 25 15.85|-38 12 06.9|           |                 |            |            |          |          |
|PGCC G311.55+1.41 |14 01 48.82|-60 16 47.6|           |                 |            |            |          |          |
|PGCC G299.49+2.41 |12 23 40.88|-60 16 45.2|  14.959000|         2.633000|            |            |          |          |
|PGCC G281.61-5.37 |09 44 06.22|-60 14 32.5|  18.233000|         3.665000|            |            |          |          |
|PGCC G314.98+0.30 |14 30 50.20|-60 13 45.4|           |                 |            |            |          |          |
|PGCC G308.04+2.24 |13 32 40.65|-60 13 25.7|           |                 |            |            |          |          |
|PGCC G320.26-2.36 |15 18 31.03|-60 10 53.1|  18.469000|         3.991000|4.004070e+02|2.659770e+02|  4.951780|  1.025540|
|PGCC G303.26+2.70 |12 54 06.34|-60 10 17.7|           |                 |            |            |          |          |
|PGCC G293.60+1.32 |11 35 23.47|-60 10 00.3|           |                 |            |            |          |          |
|PGCC G308.09+2.32 |13 33 00.52|-60 08 03.8|           |                 |            |            |          |          |
|PGCC G293.63+1.38 |11 35 46.68|-60 06 52.3|           |                 |            |            |          |          |
|PGCC G282.93-4.11 |09 58 43.96|-60 05 42.4|           |                 |            |            |          |          |
|PGCC G283.77-3.45 |10 07 19.06|-60 04 01.2|  18.224001|         1.101000|            |            |          |          |
|PGCC G282.79-4.16 |09 57 34.12|-60 02 52.8|           |                 |            |            |          |          |
|PGCC G359.49-20.30|19 12 48.43|-38 10 53.9|           |                 |            |            |          |          |
|PGCC G320.15-2.12 |15 16 44.75|-60 02 16.2|  17.908001|         2.611000|            |            |          |          |
|PGCC G281.18-5.46 |09 41 01.20|-60 01 42.4|  16.591000|         2.505000|            |            |          |          |
|PGCC G296.82+2.26 |12 02 16.02|-60 01 32.5|  14.279000|         3.190000|            |            |          |          |
|PGCC G297.05+2.31 |12 04 06.98|-60 01 29.8|  14.717000|         3.160000|3.892220e+01|5.249600e+01|  2.237450|  1.773700|
|PGCC G316.05+0.07 |14 39 28.00|-60 01 24.3|           |                 |            |            |          |          |
|PGCC G313.57+1.04 |14 18 10.27|-60 01 23.8|           |                 |            |            |          |          |
|PGCC G302.89+2.85 |12 51 06.64|-60 01 15.9|  14.403000|         2.598000|            |            |          |          |
|PGCC G311.86+1.59 |14 03 47.44|-60 01 08.0|           |                 |            |            |          |          |
|PGCC G310.83+1.91 |13 55 12.82|-59 58 56.5|           |                 |            |            |          |          |
|PGCC G298.93+2.64 |12 19 22.38|-59 58 49.9|  15.894000|         2.845000|            |            |          |          |
|PGCC G319.85-1.81 |15 13 25.11|-59 55 57.1|  16.766001|         4.808000|3.442550e+01|4.823800e+01|  1.644460|  1.355370|
|PGCC G276.40-10.36|08 46 28.81|-59 54 51.1|  18.087999|         4.249000|            |            |          |          |
|PGCC G342.18+9.67 |16 17 06.21|-37 04 23.8|           |                 |            |            |          |          |
|PGCC G271.16-19.40|07 23 34.00|-59 53 51.9|  17.492001|         2.836000|            |            |          |          |
|PGCC G276.19-10.60|08 44 00.04|-59 53 32.9|  15.246000|         0.899000|            |            |          |          |
|PGCC G297.15+2.49 |12 05 09.68|-59 51 56.6|           |                 |2.504160e+00|4.039340e+00|  0.771766|  0.752965|
|PGCC G287.67-0.78 |10 44 59.72|-59 51 08.4|           |                 |3.393040e+03|3.802960e+03|  6.318200|  1.741100|
|PGCC G289.04-0.05 |10 57 22.23|-59 48 21.2|           |                 |1.599140e+04|1.835470e+04| 16.320299|  2.536160|
|PGCC G310.37+2.25 |13 50 59.86|-59 45 25.5|  17.316999|         3.405000|            |            |          |          |
|PGCC G297.45+2.65 |12 07 44.93|-59 45 08.8|  15.012000|         2.240000|            |            |          |          |
|PGCC G299.86+2.99 |12 27 03.60|-59 44 26.9|           |                 |            |            |          |          |
|PGCC G312.71+1.63 |14 10 12.39|-59 44 05.2|  15.431000|         2.014000|1.370300e+03|6.907670e+02|  6.745230|  1.170000|
|PGCC G298.68+2.86 |12 17 38.11|-59 43 38.7|  17.375000|         1.716000|            |            |          |          |
|PGCC G316.73+0.08 |14 44 23.46|-59 43 38.2|           |                 |            |            |          |          |
|PGCC G284.53-2.29 |10 17 31.28|-59 32 31.0|           |                 |            |            |          |          |
|PGCC G318.51-0.81 |15 00 12.42|-59 43 37.8|           |                 |4.875110e+01|5.620050e+01|  1.131300|  0.486394|
|PGCC G308.47+2.68 |13 35 30.59|-59 43 10.8|  18.021999|         3.865000|1.910720e+01|2.685340e+01|  2.493580|  2.148060|
|PGCC G307.26+2.87 |13 25 47.73|-59 42 50.9|  17.229000|         1.000000|            |            |          |          |
|PGCC G299.84+3.08 |12 26 57.41|-59 38 44.7|           |                 |            |            |          |          |
|PGCC G281.39-4.73 |09 46 05.18|-59 36 49.0|  17.791000|         4.441000|            |            |          |          |
|PGCC G284.25-2.55 |10 14 30.66|-59 36 18.4|           |                 |1.482100e+02|1.991030e+02|  4.082090|  2.754960|
|PGCC G316.58+0.29 |14 42 34.66|-59 36 01.6|           |                 |5.977670e+03|6.761850e+03| 11.067800|  2.792690|
|PGCC G270.18-21.08|07 08 30.72|-59 35 32.7|  19.527000|         2.129000|            |            |          |          |
|PGCC G292.71+1.65 |11 29 22.45|-59 34 58.3|  16.296000|         2.197000|            |            |          |          |
|PGCC G316.98+0.13 |14 46 00.27|-59 34 48.0|           |                 |            |            |          |          |
|PGCC G314.76+1.08 |14 26 55.29|-59 34 46.4|           |                 |            |            |          |          |
|PGCC G318.73-0.74 |15 01 28.05|-59 33 33.6|  14.912000|         2.637000|            |            |          |          |
|PGCC G307.55+4.37 |13 26 29.14|-58 11 18.7|           |                 |            |            |          |          |
|PGCC G317.90-0.26 |14 53 52.62|-59 31 28.2|  13.722000|         4.064000|            |            |          |          |
|PGCC G299.77+3.21 |12 26 32.27|-59 30 33.4|           |                 |            |            |          |          |
|PGCC G281.15-4.80 |09 44 18.90|-59 30 07.2|  17.353001|         1.714000|            |            |          |          |
|PGCC G300.56+3.29 |12 32 46.59|-59 29 55.0|  16.658001|         3.512000|1.026560e+01|1.049950e+01|  1.757600|  0.827393|
|PGCC G318.19-0.34 |14 56 12.59|-59 27 50.3|           |                 |7.686210e+03|8.805960e+03|  9.212680|  1.616200|
|PGCC G281.61-4.36 |09 49 17.45|-59 27 48.9|  14.629000|         2.252000|            |            |          |          |
|PGCC G303.84+3.42 |12 58 33.32|-59 26 38.7|           |                 |            |            |          |          |
|PGCC G272.26-15.87|07 52 29.90|-59 25 50.3|           |                 |            |            |          |          |
|PGCC G304.20+3.44 |13 01 25.26|-59 24 34.7|  16.282000|         3.136000|            |            |          |          |
|PGCC G297.36+2.99 |12 07 28.19|-59 24 33.8|           |                 |            |            |          |          |
|PGCC G287.31-0.47 |10 43 41.47|-59 24 27.8|           |                 |            |            |          |          |
|PGCC G309.03+2.91 |13 39 32.90|-59 23 38.9|           |                 |            |            |          |          |
|PGCC G312.50+2.06 |14 07 35.43|-59 23 25.7|           |                 |4.044310e+02|4.584060e+02|  5.742170|  2.387360|
|PGCC G337.64-35.41|20 28 51.94|-59 22 12.9|  15.864000|         1.771000|            |            |          |          |
|PGCC G310.15+2.70 |13 48 30.92|-59 21 59.2|           |                 |            |            |          |          |
|PGCC G317.55+0.09 |14 50 11.02|-59 21 57.4|           |                 |            |            |          |          |
|PGCC G290.63+1.16 |11 12 41.92|-59 20 12.2|           |                 |            |            |          |          |
|PGCC G292.63+1.89 |11 29 25.11|-59 19 54.4|  15.809000|         1.501000|            |            |          |          |
|PGCC G305.64+3.43 |13 12 37.63|-59 19 50.3|  15.141000|         2.700000|            |            |          |          |
|PGCC G313.59+1.78 |14 16 24.16|-59 19 23.2|  13.570000|         3.177000|            |            |          |          |
|PGCC G282.86-3.15 |10 02 55.44|-59 17 13.5|  17.134001|         1.696000|            |            |          |          |
|PGCC G317.73+0.12 |14 51 19.56|-59 15 32.8|           |                 |1.647800e+03|1.611230e+03|  5.095320|  0.990721|

